
"100.000000","0.000692","0.000000","0.000594",
"400.000000","0.000308","0.000000","0.000431",
"900.000000","0.000377","0.000000","0.000275",
"1600.000000","0.000460","0.000000","0.000034",
"2500.000000","0.000548","0.000000","0.000034",
"3600.000000","0.000753","0.000001","0.000838",
"4900.000000","0.000214","0.000000","0.000267",
"6400.000000","0.000203","0.000000","0.000001",
"8100.000000","0.000245","0.000000","0.000479",
"10000.000000","0.000257","0.000000","0.000495",
"40000.000000","0.000388","0.000000","0.000277",
"90000.000000","0.000582","0.000000","0.000276",
"160000.000000","0.000905","0.000000","0.000300",
"250000.000000","0.001051","0.000000","0.000289",
"360000.000000","0.001196","0.000000","0.000039",
"490000.000000","0.001502","0.000000","0.000294",
"640000.000000","0.004314","0.000001","0.000802",
"810000.000000","0.005670","0.000001","0.000880",
"1000000.000000","0.007022","0.000002","0.001551",
"4000000.000000","0.016522","0.000004","0.002110",
"9000000.000000","0.029141","0.000036","0.005998",
"16000000.000000","0.037348","0.000021","0.004578",
